"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Jan 22 12:13:38 IST 2022","Sat Jan 22 12:13:50 IST 2022","11570","","Automation Practice App Status","","Automation Practice App Status","Test application authenication page header","Test application authenication page header",""
